Tweet,Suicide,Tweet_pt
i want him,Not Suicide post,Eu quero ele
had a juice box this morning. You never know the joy a juice box can bring until you have one later on in life.,Not Suicide post,Tinha uma caixa de suco esta manhã. Você nunca sabe a alegria que uma caixa de suco pode trazer até você ter uma mais tarde na vida.
She didn't want him to go out with other women,Not Suicide post,Ela não queria que ele saísse com outras mulheres.
@adalinemusic you're welcome! It was a great way to be introduced to your music,Not Suicide post,@adalinemusic você é bem-vindo! Foi uma ótima maneira de ser apresentado à sua música.
@Cookieex3 awesome!! Can't wait to see it!!,Not Suicide post,@Cookieex3 incrível!!! Estou ansioso para vê-lo!!
My heart is so crushed.,Potential Suicide post ,Meu coração está tão quebrado.
ooo apple store is down ... so close? Credit card ready,Not Suicide post,ooo a loja da apple está fora do ar... tão perto? Cartão de crédito pronto
youâve changed for the fucking worse. i cant believe that you could really go back on all ur hard work like that,Potential Suicide post ,"você mudou para pior, eu não acredito que você realmente tenha voltado atrás em tudo o que fez com tanto esforço"
"Not just because the House has NEVER had a Black woman in leadership, but becauseâ¦",Not Suicide post,"Não apenas porque a Câmara nunca teve uma mulher negra em liderança, mas porque..."
@SUMMERWALKER hey Golden is here with me and just wanted to say Hi and have a great morning,Not Suicide post,"@SUMMERWALKER oi, aqui está comigo e queria apenas dizer Olá e ter uma ótima manhã!"
Goooooood morning Twitter-World!,Not Suicide post,"Bom dia, Mundo do Twitter!"
@emilylagrange a revolution in household detergent introducing #kidscleaning get one now while stocks last,Not Suicide post,"@emilylagrange uma revolução em detergente de louça, apresentando #limpeza para crianças compre agora enquanto houver estoque disponível."
everything that youâve ever dreamed of,Potential Suicide post ,tudo aquilo que você já sonhou
@taylorchoi congrats!!!!! Ill def go and support the TC Media takeover,Not Suicide post,@taylorchoi parabéns!!!!!! Vou definitivamente ir e apoiar a tomada do TC Media
Going to bed goodnightttttt!,Not Suicide post,Boa noite!
Going to school and enjoying my last day as a 16 year old but too,Not Suicide post,"Fazendo minhas atividades escolares e aproveitando meu último dia como um adolescente de 16 anos, mas também estou muito ocupado."
@pviktor Hmmm...not good...carrot juice and marmalade on toast may help?,Not Suicide post,@pviktor Hmm...não está bom...suco de cenoura e marmelada em pão pode ajudar?
Im tired and sick of everything I wanna die ... https://t.co/w04RQCbvNV,Potential Suicide post ,Estou cansado e doente de tudo Quero morrer... https://t.co/w04RQCbvNV
RT @MarvelStudios: âNo one has had more of an impact on my career and everything we do at Marvel Studios than Stan Lee. Stan leaves an extrâ¦,Not Suicide post,RT @MarvelStudios: “Ninguém teve mais impacto na minha carreira e em tudo o que fazemos no Marvel Studios do que Stan Lee. Stan deixa um legado incrível...
"9 months ago my grandmother passed away, 8 months ago I got my heart completely broken, 7 months ago I almost attemâ¦ https://t.co/ooZMFRvuD1",Potential Suicide post ,"9 meses atrás minha avó faleceu, 8 meses atrás eu tive o meu coração completamente quebrado, 7 meses atrás eu quase..."
@that_groyper Really tired of everything. It's all just so lame and gay. Nothing serious us ever going to happen anâ¦ https://t.co/swSugXE6ua,Potential Suicide post ,@that_groyper Estou muito cansado de tudo. É tudo apenas tão chato e gay. Nada sério nunca vai acontecer...
trying to figure out how this works!,Not Suicide post,tentando descobrir como isso funciona!
My life is miserable,Potential Suicide post ,Minha vida é miserável
Positive Mental Attitude - Today can't be as bad as yesterday.,Not Suicide post,Atitude Mental Positiva - Hoje não pode ser tão ruim quanto ontem.
good morning all,Not Suicide post,Bom dia a todos.
YaY!! Just found out Amy is having a Girl!! LiL Bonita!! Im so excited..now I can go by little girly things for the babes,Not Suicide post,YAII! Acabei de descobrir que Amy está tendo uma menina!! LiL Bonita!! Estou tão animada...agora posso comprar coisas fofas para as minhas bebês.
I am constantly amazed by our technology. It makes me wonder. Now check out this rad song! &quot;Tripping&quot; ? http://twt.fm/33023,Not Suicide post,"Estou constantemente impressionado com nossa tecnologia. Faz-me pensar. Agora, veja essa música legal! ""Tripping""? http://twt.fm/33023"
Damn I fucking HATE myself,Potential Suicide post ,"Meu Deus, eu odeio MEU MIM"
snuggling in bed with my little baby....ahhhh!,Not Suicide post,Aconchegando-me na cama com meu bebêzinho... ahhhh!
mhm up. ohh early for me!- &amp; i feel like whatching Open arms again [by gary go],Not Suicide post,"mhm ok. eu estou muito cedo para mim! - e sinto-me como se eu tivesse que assistir a ""Open Arms"" novamente [por Gary Go]"
@goobimama @EventBox isn't the best Twitter client for me. It's the simplicity and all-in-1 that makes me love it,Not Suicide post,@goobimama @EventBox não é a melhor cliente de Twitter para mim. É a simplicidade e tudo em 1 que me faz amá-la.
"@semblance_er AHHHH yeah i was, but their updates were boring me so &quot;unfollowed&quot; them. you'll have to win and take me on holiday",Not Suicide post,"@semblance_er AHAAAA eu estava, mas as atualizações estavam me entediando então ""desatuei"" elas. você terá que ganhar e levar-me de férias"
"@LizzieLib Could be - mine grew out, down my back and then all fell off",Not Suicide post,"@LizzieLib Pode ser - a minha cresceu, descendo pela minha costas e então tudo caiu"
RT @lisapryor23: @MillwallFC @zampathelion what a fun day ! https://t.co/jr18uTkFX4,Not Suicide post,RT @lisapryor23: @MillwallFC @zampathelion que dia divertido! https://t.co/jr18uTkFX4
"@vascopatricio Vou ler! ATD foi uma maratona.. Let's just say I'm glad it's over, lol.",Not Suicide post,"@vascopatricio Vou ler! ATD foi uma maratona... Vamos dizer que estou feliz por ela ter acabado, hehe."
"laughter is indeed the best medicine! whatever ur situation today,find a reason 2 smile wholeheartedly! God is good,faithful&amp;loves u &lt;3",Not Suicide post,"A risada é mesmo a melhor medicina! Qualquer que seja sua situação hoje, encontre uma razão para sorrir de coração! Deus é bom, fiel e te ama."
"@bradesposito They want people like me dead. They don't want to help me. If I was in Canada, Israel or Germany I woâ¦ https://t.co/UEfZi9HniT",Potential Suicide post ,"Eles querem que pessoas como eu sejam mortas. Eles não querem ajudar-me. Se eu estivesse no Canadá, Israel ou Alemanha..."
enjoyed the N-Dubz gig last night - and it finished early which is always a bonus,Not Suicide post,"apreciei muito o show do N-Dubz ontem à noite - e ele terminou cedo, o que é sempre um bônus."
i think its tonight because i dont care and i have nothing left i dont care i had something so great so promising and they stripped it down past the bone into splinters then pissed on the splinters i dont want happiness i dont want dreams i dont care that if i post a note everyone will desperately try to stop me i know they ll care when i am about to die or dead i am numb i am no longer scared and the hurt is too much i gotta go i have nothing left i had a lot of love to give but its gone with me i just wanted someone to hear me before the end ,Potential Suicide post ,"Acho que é hoje à noite porque não importa e eu não tenho mais nada. Não importa, eu tinha algo tão grande, tão promissor, e eles o desmontaram até os ossos em espinhos, então mijaram nos espinhos. Eu não quero felicidade, eu não quero sonhos. Não me importo se eu postar um aviso todos irão tentar me impedir com desespero. Eu sei que eles cuidarão de mim quando eu estiver prestes a morrer ou morta. Estou insensível, não estou mais assustado e o dano é demais. Tenho que ir. Não tenho mais nada. Tinha muito amor para dar, mas foi comigo. Eu só queria alguém para me ouvir antes do fim."
RT @Mylingo11: Never get too attach cause  people wake up with  different feelings everyday.,Potential Suicide post ,Nunca se torne muito apegado porque as pessoas acordam com sentimentos diferentes todos os dias.
do you ever feel empty and you had to pick a number from 15 depending how you feel about it i could write my funeral speech now but what is the point in afew years i would be forgotten anyway ,Potential Suicide post ,"Você já se sentiu vazio e você tivesse que escolher um número de 1 a 15 dependendo do quanto você se importa com isso eu posso escrever meu discurso no funeral agora, mas o que é o sentido em alguns anos eu seria esquecido de qualquer forma."
@Cellobella They don't do them in my size How r u?,Not Suicide post,Eles não têm em meu tamanho Como você está?
"It snowed! Okay, there's not enough to build Frosty, but it snowed. As long as it's cold, it might as well snow...Enjoy your day",Not Suicide post,"Caiu neve! Ok, não há o suficiente para construir o Frosty, mas caiu neve. Desde que esteja frio, pode muito bem nevar...Divirta-se hoje."
"YALL im sad cause I keep seeing tweets about invisible and the fact that it was a suicide note, and like I alreadyâ¦ https://t.co/FTr8WA8GLz",Potential Suicide post ,"EU estou triste porque estou vendo tweets sobre Invisible e o fato de que foi uma nota de suicídio, e como eu já... https://t.co/FTr8WA8GLz"
RT @B8SSONS: i hate feeling the way i do,Potential Suicide post ,RT @B8SSONS: odeio sentir-me da forma que sinto
glad to see spring making a comeback in Denver today!,Not Suicide post,feliz de ver a primavera fazendo um retorno em Denver hoje!
@avalanchelynn hello!! g'mrng!! wuzup?!? hows twitterville while i was sleeping? evrythings cool?,Not Suicide post,@AvalancheLynn Olá!! Bom dia!! Tudo bem?! Como está a Twitter enquanto eu estava dormindo? Tudo tranquilo?
"@richard_bell nah, I think going sideways is best, really helps when dodging bullets",Not Suicide post,"@richard_bell né, acho que ir para os lados é melhor, ajuda muito quando se evita balas"
Iâm so done with today like I just want to fucking kill myself,Potential Suicide post ,AJUSTE MANUAL
@familychoice If you have any questions feel free to email us at sales@jshop.co.uk or send a DM on Twitter,Not Suicide post,"Se você tiver alguma dúvida, sinta-se à vontade para enviar um e-mail para sales@jshop.co.uk ou mandar uma mensagem direta no Twitter."
"Itâs been nearly three years, but I still feel that Kylo/Ben Solo doesnât deserve redemption. The man killed his owâ¦ https://t.co/a69qtrMkh7",Potential Suicide post ,"Faz quase três anos, mas eu ainda sinto que o Kylo/Ben Solo não merece redenção. O homem matou seu próprio pai e tentou matar sua mãe."
"All right so that's 200 for slytherin, 590 for hufflepuff and 520 for ravenclaw. Sadly I'll have to cut these sprinâ¦ https://t.co/jjn5aEzAtu",Potential Suicide post ,"Tudo bem, então é 200 para slytherin, 590 para hufflepuff e 520 para ravenclaw. Infelizmente terei que cortar essas primaveras..."
ba't ko kinakaawaan sarili ko at iniisip na yung iba naiisip din ako? damn! hate myself. It's just me. ð¤¦,Potential Suicide post ,Por que eu estou me magoando a mim mesmo e pensando no que os outros estão pensando sobre mim? Me odeio. É só eu.
@hillkath Hey there! Sent you a DM.,Not Suicide post,@hillkath E aí! Enviou um DM pra mim.
@SILVERSUN You make the milk look REALLY good in your pictures,Not Suicide post,@SILVERSUN Você faz a leite parecer MUITO bom nas suas fotos.
